Invoice Date,Month,Season,Product Name,Brand,Price,Discount Price,Quantity,Revenue
2024-09-25,September,Monsoon,Carrot - Pack 2,Fresho,111.71,102.02,10,1020.2
2024-10-10,October,Festive,Frozen Peas - Pack 3,Fresho,0.66,0.48,750,360
2024-11-25,November,Festive,Olive Oil - Extra Virgin - Pack 2,BORGES,4.25,3.65,500,1825
2024-12-13,December,Festive,Tender Coconut Water - Pack 3,Fresho,0.5,0.42,100,42
2024-12-25,December,Festive,Bread - Whole Wheat,Harvest,73.19,50.98,24,1223.52
2024-07-06,July,Monsoon,Toothpaste - Colgate - Pack 3,Colgate,101.84,74.96,12,899.52
2024-11-11,November,Festive,Frozen Peas - Pack 2,Fresho,0.23,0.19,50,9.5
2024-12-23,December,Festive,Eggs - Farm Tray - Pack 3,Fresho,10.34,9.72,3,29.16
2024-11-09,November,Festive,Toothpaste - Colgate,Colgate,209.71,151.42,10,1514.2
2024-11-14,November,Festive,Eggs - Farm Tray,Fresho,21.11,14.22,10,142.2
2024-08-14,August,Monsoon,Rice - Sona Masoori - Pack 2,BB Royal,214.63,148.61,5,743.05
2024-08-13,August,Monsoon,Carrot - Pack 3,Fresho,136.13,111.04,1,111.04
2024-10-30,October,Festive,Tea - Leaf - Pack 3,Red Label,0.24,0.22,500,110
2024-11-17,November,Festive,Olive Oil - Extra Virgin,BORGES,4.8,4.34,750,3255
2024-10-11,October,Festive,Tender Coconut Water - Pack 3,Fresho,0.69,0.49,4000,1960
2024-10-07,October,Festive,Milk - Full Cream,Amul,0.08,0.06,200,12
2024-12-19,December,Festive,Detergent - Powder - Pack 2,Surf,295.39,229.8,0.5,114.9
2024-05-27,May,Summer,Milk - Full Cream,Amul,0.06,0.05,4000,200
2024-12-28,December,Festive,Maggi Noodles - Pack 2,MAGGI,0.06,0.05,500,25
2024-06-05,June,Summer,Tender Coconut Water - Pack 3,Fresho,0.21,0.15,100,15
2024-01-12,January,Winter,Tomato - Pack 2,Fresho,48.2,38.76,0.25,9.69
2024-12-08,December,Festive,Detergent - Powder,Surf,101.17,90.98,10,909.8
2024-12-09,December,Festive,Milk - Full Cream,Amul,0.07,0.05,2000,100
2024-05-12,May,Summer,Carrot,Fresho,70.94,51.41,0.25,12.8525
2024-03-13,March,Winter,Tender Coconut Water,Fresho,0.54,0.46,4000,1840
2024-01-10,January,Winter,Onion - Pack 3,Fresho,60.88,44.92,2,89.84
2024-12-24,December,Festive,Tea - Leaf,Red Label,0.39,0.27,1000,270
2024-05-10,May,Summer,Paneer - Fresh - Pack 2,Milky Mist,314.01,251.99,1,251.99
2024-11-06,November,Festive,Milk - Full Cream - Pack 3,Amul,0.04,0.03,4000,120
2024-12-29,December,Festive,Paneer - Fresh - Pack 2,Milky Mist,434.23,366.29,0.5,183.145
2024-01-28,January,Winter,Potato - Pack 3,Fresho,64.31,52.75,1,52.75
2024-01-05,January,Winter,Tender Coconut Water,Fresho,0.14,0.11,200,22
2024-12-24,December,Festive,Milk - Full Cream - Pack 3,Amul,0.08,0.06,2000,120
2024-12-24,December,Festive,Tender Coconut Water - Pack 3,Fresho,0.3,0.24,750,180
2024-10-14,October,Festive,Tea - Leaf - Pack 3,Red Label,0.09,0.07,1500,105
2024-12-23,December,Festive,Tea - Leaf - Pack 3,Red Label,0.62,0.47,100,47
2024-11-18,November,Festive,Milk - Full Cream - Pack 2,Amul,0.06,0.05,350,17.5
2024-02-20,February,Winter,Rice - Sona Masoori,BB Royal,65.64,45.89,3,137.67
2024-09-05,September,Monsoon,Tomato - Pack 3,Fresho,63.86,45.83,2,91.66
2024-09-29,September,Monsoon,Olive Oil - Extra Virgin,BORGES,4.74,4.36,1500,6540
2024-10-26,October,Festive,Paneer - Fresh - Pack 3,Milky Mist,328.2,300.05,10,3000.5
2024-08-22,August,Monsoon,Milk - Full Cream,Amul,0.05,0.04,4000,160
2024-01-12,January,Winter,Potato,Fresho,79.62,62.09,0.25,15.5225
2024-12-07,December,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,2.25,1.55,1500,2325
2024-12-02,December,Festive,Rice - Sona Masoori - Pack 2,BB Royal,86.98,73.1,10,731
2024-10-21,October,Festive,Onion,Fresho,76.88,67.42,10,674.2
2024-12-27,December,Festive,Potato - Pack 2,Fresho,62.1,56.23,0.25,14.0575
2024-12-20,December,Festive,Tomato,Fresho,31.47,29.66,0.5,14.83
2024-12-04,December,Festive,Maggi Noodles - Pack 3,MAGGI,0.31,0.21,1500,315
2024-10-08,October,Festive,Milk - Full Cream - Pack 2,Amul,0.05,0.04,1000,40
2024-07-17,July,Monsoon,Paneer - Fresh,Milky Mist,605.73,446.51,10,4465.1
2024-01-16,January,Winter,Detergent - Powder,Surf,234.01,175.12,3,525.36
2024-05-23,May,Summer,Carrot - Pack 3,Fresho,74.25,53.66,0.5,26.83
2024-11-13,November,Festive,Olive Oil - Extra Virgin - Pack 2,BORGES,3.42,2.9,350,1015
2024-03-11,March,Winter,Detergent - Powder,Surf,188.76,160.81,0.25,40.2025
2024-11-18,November,Festive,Tea - Leaf,Red Label,0.44,0.31,100,31
2024-04-26,April,Summer,Carrot,Fresho,99.84,76.57,0.25,19.1425
2024-03-19,March,Winter,Onion,Fresho,43.03,32.05,3,96.15
2024-06-08,June,Summer,Detergent - Powder,Surf,130.33,89.38,3,268.14
2024-06-17,June,Summer,Tomato - Pack 3,Fresho,55.88,37.46,2,74.92
2024-03-08,March,Winter,Bread - Whole Wheat - Pack 2,Harvest,69.22,54.23,24,1301.52
2024-10-18,October,Festive,Bread - Whole Wheat - Pack 2,Harvest,38.41,35.62,24,854.88
2024-04-13,April,Summer,Rice - Sona Masoori - Pack 3,BB Royal,146.18,112.15,0.5,56.075
2024-06-07,June,Summer,Tender Coconut Water - Pack 3,Fresho,0.25,0.18,250,45
2024-09-25,September,Monsoon,Milk - Full Cream - Pack 2,Amul,0.04,0.03,1000,30
2024-08-08,August,Monsoon,Maggi Noodles,MAGGI,0.63,0.48,1000,480
2024-03-15,March,Winter,Carrot - Pack 3,Fresho,60.21,50.35,3,151.05
2024-03-21,March,Winter,Toothpaste - Colgate - Pack 2,Colgate,314.85,221.19,6,1327.14
2024-12-11,December,Festive,Potato - Pack 2,Fresho,79.77,71.12,0.25,17.78
2024-03-01,March,Winter,Tomato,Fresho,64.35,47.47,5,237.35
2024-10-19,October,Festive,Milk - Full Cream - Pack 3,Amul,0.08,0.06,350,21
2024-06-12,June,Summer,Frozen Peas - Pack 2,Fresho,0.22,0.15,250,37.5
2024-07-30,July,Monsoon,Frozen Peas - Pack 2,Fresho,0.95,0.77,1000,770
2024-06-04,June,Summer,Potato - Pack 2,Fresho,38.45,26.87,0.25,6.7175
2024-05-20,May,Summer,Potato - Pack 2,Fresho,80.54,56.39,2,112.78
2024-10-25,October,Festive,Carrot - Pack 3,Fresho,116.99,95.9,1,95.9
2024-10-24,October,Festive,Rice - Sona Masoori - Pack 2,BB Royal,78.2,61.53,3,184.59
2024-12-18,December,Festive,Detergent - Powder - Pack 2,Surf,139.54,124.26,1,124.26
2024-04-28,April,Summer,Olive Oil - Extra Virgin,BORGES,1.42,1.34,350,469
2024-04-28,April,Summer,Detergent - Powder,Surf,97.2,87.31,0.25,21.8275
2024-07-02,July,Monsoon,Onion,Fresho,92.24,64.1,1,64.1
2024-12-01,December,Festive,Bread - Whole Wheat,Harvest,70.04,47.29,3,141.87
2024-12-17,December,Festive,Frozen Peas - Pack 2,Fresho,0.74,0.52,2000,1040
2024-07-10,July,Monsoon,Toothpaste - Colgate,Colgate,236.35,195.26,12,2343.12
2024-11-19,November,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,5.25,4.21,250,1052.5
2024-03-11,March,Winter,Rice - Sona Masoori - Pack 2,BB Royal,113.61,102.61,2,205.22
2024-10-29,October,Festive,Olive Oil - Extra Virgin,BORGES,1.78,1.4,500,700
2024-10-02,October,Festive,Potato,Fresho,30.31,21.35,3,64.05
2024-07-30,July,Monsoon,Milk - Full Cream,Amul,0.05,0.04,500,20
2024-12-25,December,Festive,Carrot - Pack 2,Fresho,95.88,82.75,1,82.75
2024-04-14,April,Summer,Olive Oil - Extra Virgin,BORGES,3.69,3,4000,12000
2024-11-26,November,Festive,Potato,Fresho,80.89,54.97,3,164.91
2024-09-07,September,Monsoon,Paneer - Fresh - Pack 2,Milky Mist,259.93,209.68,5,1048.4
2024-08-22,August,Monsoon,Eggs - Farm Tray,Fresho,19.61,18.21,6,109.26
2024-08-06,August,Monsoon,Eggs - Farm Tray - Pack 2,Fresho,20.46,17.07,24,409.68
2024-01-22,January,Winter,Detergent - Powder,Surf,266.38,188.58,0.25,47.145
2024-07-13,July,Monsoon,Toothpaste - Colgate,Colgate,159.26,147.21,1,147.21
2024-07-20,July,Monsoon,Tea - Leaf - Pack 3,Red Label,0.68,0.54,100,54
2024-09-25,September,Monsoon,Tomato - Pack 3,Fresho,37.8,29.68,1,29.68
2024-01-20,January,Winter,Eggs - Farm Tray - Pack 3,Fresho,12.93,10.9,6,65.4
2024-08-19,August,Monsoon,Eggs - Farm Tray - Pack 3,Fresho,20.07,18.9,1,18.9
2024-01-22,January,Winter,Eggs - Farm Tray,Fresho,16.76,13.73,24,329.52
2024-05-05,May,Summer,Detergent - Powder - Pack 2,Surf,216.36,201.55,5,1007.75
2024-07-21,July,Monsoon,Tea - Leaf,Red Label,0.36,0.29,200,58
2024-01-21,January,Winter,Tomato - Pack 3,Fresho,40.22,30.31,0.25,7.5775
2024-09-21,September,Monsoon,Bread - Whole Wheat - Pack 3,Harvest,34.59,27.75,6,166.5
2024-01-26,January,Winter,Potato,Fresho,26.91,25.52,0.5,12.76
2024-11-26,November,Festive,Tea - Leaf - Pack 3,Red Label,0.54,0.36,2000,720
2024-11-08,November,Festive,Onion,Fresho,85.41,78.76,10,787.6
2024-05-26,May,Summer,Tomato - Pack 3,Fresho,44.94,37.72,2,75.44
2024-08-04,August,Monsoon,Toothpaste - Colgate - Pack 3,Colgate,387.28,349.41,4,1397.64
2024-10-07,October,Festive,Tea - Leaf - Pack 2,Red Label,0.55,0.41,1500,615
2024-03-13,March,Winter,Potato - Pack 2,Fresho,68.63,49.7,1,49.7
2024-08-19,August,Monsoon,Bread - Whole Wheat - Pack 2,Harvest,44.77,37.74,4,150.96
2024-12-04,December,Festive,Bread - Whole Wheat - Pack 3,Harvest,42.62,31.71,24,761.04
2024-12-14,December,Festive,Olive Oil - Extra Virgin,BORGES,2.95,2.28,500,1140
2024-03-10,March,Winter,Tomato,Fresho,89.6,65.52,0.25,16.38
2024-11-11,November,Festive,Rice - Sona Masoori,BB Royal,71.02,48.63,2,97.26
2024-04-01,April,Summer,Olive Oil - Extra Virgin,BORGES,2.88,2.22,350,777
2024-04-13,April,Summer,Tomato - Pack 2,Fresho,30.76,26.61,1,26.61
2024-02-16,February,Winter,Tender Coconut Water - Pack 2,Fresho,0.58,0.39,5000,1950
2024-12-28,December,Festive,Onion - Pack 2,Fresho,60.77,46.22,2,92.44
2024-03-24,March,Winter,Milk - Full Cream - Pack 2,Amul,0.04,0.03,200,6
2024-03-04,March,Winter,Tea - Leaf,Red Label,0.07,0.06,1500,90
2024-12-30,December,Festive,Tender Coconut Water - Pack 2,Fresho,0.18,0.15,100,15
2024-07-04,July,Monsoon,Detergent - Powder,Surf,239.73,225.29,2,450.58
2024-12-30,December,Festive,Bread - Whole Wheat - Pack 2,Harvest,78.37,56.4,1,56.4
2024-12-05,December,Festive,Bread - Whole Wheat,Harvest,68.97,52.41,5,262.05
2024-03-22,March,Winter,Onion - Pack 2,Fresho,114.89,81.94,1,81.94
2024-11-18,November,Festive,Frozen Peas - Pack 3,Fresho,1.07,0.82,50,41
2024-10-22,October,Festive,Frozen Peas - Pack 2,Fresho,1.28,0.87,500,435
2024-03-17,March,Winter,Tender Coconut Water - Pack 3,Fresho,0.4,0.31,1000,310
2024-10-19,October,Festive,Olive Oil - Extra Virgin,BORGES,2.02,1.65,500,825
2024-12-31,December,Festive,Frozen Peas - Pack 3,Fresho,0.19,0.18,250,45
2024-11-09,November,Festive,Detergent - Powder - Pack 2,Surf,418.77,299.74,1,299.74
2024-11-27,November,Festive,Milk - Full Cream,Amul,0.05,0.05,750,37.5
2024-10-24,October,Festive,Paneer - Fresh - Pack 3,Milky Mist,557.71,397.77,1,397.77
2024-10-17,October,Festive,Toothpaste - Colgate - Pack 3,Colgate,102.54,78.53,1,78.53
2024-01-02,January,Winter,Milk - Full Cream - Pack 3,Amul,0.07,0.06,500,30
2024-05-09,May,Summer,Onion - Pack 2,Fresho,86.09,57.99,2,115.98
2024-12-03,December,Festive,Maggi Noodles,MAGGI,0.13,0.12,2000,240
2024-01-03,January,Winter,Potato - Pack 3,Fresho,96.36,77.2,1,77.2
2024-09-09,September,Monsoon,Paneer - Fresh - Pack 2,Milky Mist,353.64,277.86,10,2778.6
2024-12-15,December,Festive,Eggs - Farm Tray - Pack 3,Fresho,8.43,6.35,3,19.05
2024-08-20,August,Monsoon,Potato,Fresho,67.16,59.28,0.5,29.64
2024-02-10,February,Winter,Maggi Noodles - Pack 3,MAGGI,0.32,0.3,1500,450
2024-01-04,January,Winter,Frozen Peas,Fresho,0.15,0.11,250,27.5
2024-12-10,December,Festive,Paneer - Fresh - Pack 2,Milky Mist,579.4,403.52,1,403.52
2024-12-20,December,Festive,Bread - Whole Wheat - Pack 2,Harvest,64.34,48.73,24,1169.52
2024-04-16,April,Summer,Bread - Whole Wheat - Pack 2,Harvest,28.87,23.1,2,46.2
2024-10-19,October,Festive,Maggi Noodles - Pack 3,MAGGI,0.16,0.13,100,13
2024-11-14,November,Festive,Bread - Whole Wheat - Pack 3,Harvest,28.39,22.86,10,228.6
2024-10-05,October,Festive,Milk - Full Cream,Amul,0.04,0.03,250,7.5
2024-06-01,June,Summer,Bread - Whole Wheat - Pack 3,Harvest,85.78,59,6,354
2024-10-12,October,Festive,Bread - Whole Wheat - Pack 3,Harvest,68.22,57.7,12,692.4
2024-11-23,November,Festive,Onion - Pack 2,Fresho,48,32.68,0.5,16.34
2024-03-23,March,Winter,Toothpaste - Colgate - Pack 2,Colgate,83.52,72.93,1,72.93
2024-03-31,March,Winter,Milk - Full Cream - Pack 3,Amul,0.07,0.05,2000,100
2024-07-03,July,Monsoon,Toothpaste - Colgate - Pack 2,Colgate,404.44,331.38,6,1988.28
2024-02-17,February,Winter,Toothpaste - Colgate - Pack 2,Colgate,272.33,243.69,1,243.69
2024-06-14,June,Summer,Rice - Sona Masoori - Pack 3,BB Royal,217.67,145.45,0.25,36.3625
2024-11-18,November,Festive,Toothpaste - Colgate,Colgate,465.87,349.32,24,8383.68
2024-08-06,August,Monsoon,Frozen Peas - Pack 2,Fresho,0.62,0.56,1000,560
2024-02-03,February,Winter,Olive Oil - Extra Virgin,BORGES,4.62,3.43,100,343
2024-10-18,October,Festive,Olive Oil - Extra Virgin,BORGES,2.58,2.27,1500,3405
2024-11-05,November,Festive,Toothpaste - Colgate,Colgate,386.24,322.43,5,1612.15
2024-11-22,November,Festive,Bread - Whole Wheat - Pack 3,Harvest,53.01,38.23,4,152.92
2024-04-17,April,Summer,Tomato - Pack 2,Fresho,66.69,45.03,5,225.15
2024-02-25,February,Winter,Tea - Leaf - Pack 3,Red Label,0.12,0.09,750,67.5
2024-09-27,September,Monsoon,Potato - Pack 2,Fresho,70.5,56.31,1,56.31
2024-09-04,September,Monsoon,Tea - Leaf - Pack 3,Red Label,0.51,0.36,250,90
2024-05-27,May,Summer,Tomato - Pack 3,Fresho,73.93,59.94,3,179.82
2024-06-11,June,Summer,Toothpaste - Colgate - Pack 2,Colgate,320.66,227.72,3,683.16
2024-12-13,December,Festive,Bread - Whole Wheat,Harvest,30.5,24.72,6,148.32
2024-06-30,June,Summer,Maggi Noodles - Pack 3,MAGGI,0.4,0.3,200,60
2024-09-11,September,Monsoon,Eggs - Farm Tray,Fresho,19.05,18.02,3,54.06
2024-09-11,September,Monsoon,Tomato - Pack 2,Fresho,81.45,59.45,2,118.9
2024-04-02,April,Summer,Maggi Noodles,MAGGI,0.09,0.08,100,8
2024-04-29,April,Summer,Tender Coconut Water,Fresho,0.54,0.36,100,36
2024-04-09,April,Summer,Tomato - Pack 3,Fresho,79.45,65.69,3,197.07
2024-10-04,October,Festive,Tea - Leaf - Pack 2,Red Label,0.21,0.18,2000,360
2024-03-01,March,Winter,Bread - Whole Wheat,Harvest,57.96,43.66,6,261.96
2024-04-16,April,Summer,Frozen Peas - Pack 2,Fresho,0.18,0.12,50,6
2024-07-31,July,Monsoon,Tender Coconut Water - Pack 2,Fresho,0.46,0.33,1000,330
2024-06-19,June,Summer,Tender Coconut Water,Fresho,0.53,0.39,500,195
2024-12-21,December,Festive,Frozen Peas - Pack 2,Fresho,0.97,0.74,200,148
2024-12-21,December,Festive,Maggi Noodles - Pack 3,MAGGI,0.09,0.09,100,9
2024-11-06,November,Festive,Toothpaste - Colgate - Pack 2,Colgate,312.15,248.91,6,1493.46
2024-10-09,October,Festive,Milk - Full Cream - Pack 3,Amul,0.06,0.04,1500,60
2024-12-04,December,Festive,Paneer - Fresh - Pack 3,Milky Mist,343.03,269.68,10,2696.8
2024-01-04,January,Winter,Potato,Fresho,45.39,37.12,3,111.36
2024-11-12,November,Festive,Carrot - Pack 3,Fresho,145.13,105.12,0.5,52.56
2024-12-12,December,Festive,Frozen Peas - Pack 2,Fresho,0.54,0.46,250,115
2024-01-15,January,Winter,Rice - Sona Masoori,BB Royal,87.95,78.21,1,78.21
2024-04-09,April,Summer,Milk - Full Cream,Amul,0.05,0.04,500,20
2024-11-13,November,Festive,Carrot - Pack 2,Fresho,165.44,119.1,1,119.1
2024-09-02,September,Monsoon,Eggs - Farm Tray - Pack 3,Fresho,7.16,6.26,5,31.3
2024-01-19,January,Winter,Maggi Noodles - Pack 3,MAGGI,0.04,0.03,200,6
2024-09-03,September,Monsoon,Olive Oil - Extra Virgin - Pack 2,BORGES,4.42,4.2,2000,8400
2024-11-28,November,Festive,Onion - Pack 2,Fresho,69.26,46.91,1,46.91
2024-06-20,June,Summer,Tender Coconut Water,Fresho,0.4,0.28,1500,420
2024-07-30,July,Monsoon,Milk - Full Cream,Amul,0.07,0.05,200,10
2024-01-29,January,Winter,Tomato - Pack 2,Fresho,51.4,47.2,2,94.4
2024-06-02,June,Summer,Tomato - Pack 3,Fresho,96.81,68.58,1,68.58
2024-06-10,June,Summer,Frozen Peas - Pack 3,Fresho,0.89,0.74,250,185
2024-01-10,January,Winter,Maggi Noodles - Pack 3,MAGGI,0.2,0.15,750,112.5
2024-12-27,December,Festive,Maggi Noodles - Pack 3,MAGGI,0.43,0.36,100,36
2024-11-15,November,Festive,Onion - Pack 3,Fresho,120.95,85.94,2,171.88
2024-10-20,October,Festive,Milk - Full Cream - Pack 3,Amul,0.08,0.06,350,21
2024-10-04,October,Festive,Rice - Sona Masoori - Pack 2,BB Royal,88.09,67.05,0.25,16.7625
2024-11-18,November,Festive,Eggs - Farm Tray - Pack 3,Fresho,9.21,8.24,4,32.96
2024-03-25,March,Winter,Carrot - Pack 3,Fresho,71.34,62.61,5,313.05
2024-07-18,July,Monsoon,Potato - Pack 3,Fresho,21.81,20.19,3,60.57
2024-10-15,October,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,2.07,1.83,4000,7320
2024-06-06,June,Summer,Tea - Leaf - Pack 3,Red Label,0.52,0.39,500,195
2024-06-10,June,Summer,Paneer - Fresh,Milky Mist,464.6,345.27,5,1726.35
2024-05-19,May,Summer,Carrot - Pack 3,Fresho,148.56,110,1,110
2024-09-11,September,Monsoon,Maggi Noodles - Pack 2,MAGGI,0.4,0.31,1000,310
2024-07-09,July,Monsoon,Milk - Full Cream,Amul,0.06,0.04,200,8
2024-06-03,June,Summer,Milk - Full Cream,Amul,0.07,0.06,1000,60
2024-11-08,November,Festive,Detergent - Powder,Surf,175.81,118.76,2,237.52
2024-11-17,November,Festive,Detergent - Powder,Surf,319,233.33,0.25,58.3325
2024-04-13,April,Summer,Maggi Noodles,MAGGI,0.42,0.31,1500,465
2024-08-15,August,Monsoon,Onion - Pack 2,Fresho,87.68,60.45,1,60.45
2024-09-04,September,Monsoon,Tea - Leaf - Pack 3,Red Label,0.43,0.36,50,18
2024-03-19,March,Winter,Detergent - Powder - Pack 2,Surf,207.44,166.1,1,166.1
2024-12-01,December,Festive,Tea - Leaf - Pack 2,Red Label,0.64,0.55,500,275
2024-09-25,September,Monsoon,Frozen Peas - Pack 2,Fresho,0.52,0.37,250,92.5
2024-11-11,November,Festive,Milk - Full Cream - Pack 2,Amul,0.05,0.04,1500,60
2024-10-13,October,Festive,Carrot - Pack 2,Fresho,112.56,102.36,3,307.08
2024-09-21,September,Monsoon,Rice - Sona Masoori,BB Royal,70.09,54.21,3,162.63
2024-03-08,March,Winter,Frozen Peas - Pack 2,Fresho,0.88,0.81,50,40.5
2024-10-05,October,Festive,Frozen Peas,Fresho,1.28,0.92,750,690
2024-09-24,September,Monsoon,Olive Oil - Extra Virgin - Pack 3,BORGES,4.65,3.62,200,724
2024-11-09,November,Festive,Bread - Whole Wheat - Pack 3,Harvest,31.31,27.94,24,670.56
2024-02-14,February,Winter,Olive Oil - Extra Virgin - Pack 2,BORGES,5.12,4.44,1000,4440
2024-10-06,October,Festive,Carrot - Pack 2,Fresho,94.91,73.07,1,73.07
2024-12-24,December,Festive,Paneer - Fresh,Milky Mist,630.47,453.64,0.25,113.41
2024-01-12,January,Winter,Olive Oil - Extra Virgin,BORGES,4.23,3.01,200,602
2024-06-08,June,Summer,Onion - Pack 3,Fresho,55.47,48.09,0.5,24.045
2024-04-17,April,Summer,Detergent - Powder - Pack 3,Surf,154.72,139.94,0.5,69.97
2024-10-25,October,Festive,Tea - Leaf,Red Label,0.17,0.12,1000,120
2024-12-08,December,Festive,Paneer - Fresh - Pack 3,Milky Mist,284.73,222.96,10,2229.6
2024-11-26,November,Festive,Frozen Peas,Fresho,0.1,0.07,1000,70
2024-05-19,May,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,5.12,4.68,4000,18720
2024-11-05,November,Festive,Toothpaste - Colgate - Pack 2,Colgate,132.56,100.23,10,1002.3
2024-12-19,December,Festive,Milk - Full Cream - Pack 2,Amul,0.06,0.04,750,30
2024-02-22,February,Winter,Milk - Full Cream - Pack 2,Amul,0.04,0.04,500,20
2024-11-14,November,Festive,Rice - Sona Masoori - Pack 3,BB Royal,101.23,81.42,3,244.26
2024-05-18,May,Summer,Eggs - Farm Tray - Pack 3,Fresho,16.45,12.98,10,129.8
2024-12-30,December,Festive,Detergent - Powder - Pack 3,Surf,245.69,164.13,3,492.39
2024-05-05,May,Summer,Frozen Peas - Pack 2,Fresho,1.32,0.95,1000,950
2024-11-09,November,Festive,Frozen Peas,Fresho,0.63,0.48,100,48
2024-06-22,June,Summer,Onion - Pack 2,Fresho,71.87,56.83,2,113.66
2024-01-26,January,Winter,Tomato,Fresho,56.52,39.96,5,199.8
2024-11-30,November,Festive,Potato - Pack 3,Fresho,47.84,32.46,0.25,8.115
2024-01-26,January,Winter,Toothpaste - Colgate - Pack 2,Colgate,81.29,66.01,4,264.04
2024-10-07,October,Festive,Maggi Noodles,MAGGI,0.48,0.37,2000,740
2024-11-20,November,Festive,Eggs - Farm Tray - Pack 3,Fresho,18.94,16.28,1,16.28
2024-12-16,December,Festive,Milk - Full Cream - Pack 2,Amul,0.06,0.06,750,45
2024-08-16,August,Monsoon,Detergent - Powder - Pack 3,Surf,318.08,271.71,3,815.13
2024-06-08,June,Summer,Eggs - Farm Tray - Pack 2,Fresho,21.66,16.72,24,401.28
2024-10-26,October,Festive,Milk - Full Cream - Pack 3,Amul,0.05,0.04,5000,200
2024-09-30,September,Monsoon,Maggi Noodles,MAGGI,0.4,0.29,2000,580
2024-11-29,November,Festive,Frozen Peas - Pack 2,Fresho,1.15,0.93,100,93
2024-02-17,February,Winter,Potato - Pack 2,Fresho,73.45,65.41,2,130.82
2024-08-27,August,Monsoon,Frozen Peas - Pack 3,Fresho,0.26,0.21,100,21
2024-11-09,November,Festive,Tomato - Pack 2,Fresho,62.97,47.28,0.25,11.82
2024-08-26,August,Monsoon,Olive Oil - Extra Virgin,BORGES,2.25,1.56,1500,2340
2024-04-24,April,Summer,Tea - Leaf - Pack 3,Red Label,0.07,0.06,1000,60
2024-12-18,December,Festive,Milk - Full Cream,Amul,0.05,0.04,5000,200
2024-11-16,November,Festive,Bread - Whole Wheat - Pack 3,Harvest,32.98,25.66,3,76.98
2024-12-29,December,Festive,Eggs - Farm Tray - Pack 2,Fresho,14.32,12.31,6,73.86
2024-06-18,June,Summer,Tender Coconut Water - Pack 3,Fresho,0.69,0.47,350,164.5
2024-06-15,June,Summer,Frozen Peas - Pack 2,Fresho,0.29,0.21,200,42
2024-01-16,January,Winter,Maggi Noodles,MAGGI,0.19,0.17,50,8.5
2024-10-15,October,Festive,Maggi Noodles,MAGGI,0.53,0.5,100,50
2024-11-29,November,Festive,Detergent - Powder - Pack 3,Surf,300.63,232.69,0.5,116.345
2024-05-24,May,Summer,Bread - Whole Wheat,Harvest,28.29,22.44,2,44.88
2024-03-06,March,Winter,Carrot - Pack 2,Fresho,131.59,90.91,0.25,22.7275
2024-07-26,July,Monsoon,Bread - Whole Wheat - Pack 2,Harvest,67.03,57.12,1,57.12
2024-02-24,February,Winter,Tender Coconut Water,Fresho,0.46,0.38,4000,1520
2024-12-23,December,Festive,Tea - Leaf - Pack 2,Red Label,0.48,0.36,500,180
2024-11-08,November,Festive,Eggs - Farm Tray,Fresho,14.78,13.48,2,26.96
2024-07-24,July,Monsoon,Eggs - Farm Tray - Pack 2,Fresho,8.93,6.85,5,34.25
2024-05-02,May,Summer,Tomato - Pack 3,Fresho,55.7,39.86,10,398.6
2024-03-22,March,Winter,Toothpaste - Colgate - Pack 2,Colgate,469.33,339.66,5,1698.3
2024-07-15,July,Monsoon,Rice - Sona Masoori,BB Royal,66.25,63.02,5,315.1
2024-10-27,October,Festive,Eggs - Farm Tray - Pack 3,Fresho,7.71,5.46,4,21.84
2024-08-08,August,Monsoon,Carrot,Fresho,81.95,78.04,0.5,39.02
2024-08-10,August,Monsoon,Potato - Pack 2,Fresho,63.27,50.7,0.25,12.675
2024-06-24,June,Summer,Detergent - Powder,Surf,204.01,146.56,2,293.12
2024-04-30,April,Summer,Paneer - Fresh,Milky Mist,383.18,313.19,3,939.57
2024-12-25,December,Festive,Maggi Noodles,MAGGI,0.22,0.17,750,127.5
2024-12-31,December,Festive,Olive Oil - Extra Virgin,BORGES,6.47,4.53,200,906
2024-09-06,September,Monsoon,Carrot - Pack 2,Fresho,138.38,96.91,5,484.55
2024-12-16,December,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,4.16,2.96,1500,4440
2024-02-19,February,Winter,Detergent - Powder - Pack 2,Surf,252.53,223.46,0.25,55.865
2024-03-31,March,Winter,Bread - Whole Wheat - Pack 3,Harvest,61.29,50.83,12,609.96
2024-11-21,November,Festive,Tender Coconut Water,Fresho,0.48,0.33,350,115.5
2024-10-14,October,Festive,Eggs - Farm Tray,Fresho,14.68,9.99,10,99.9
2024-07-13,July,Monsoon,Onion,Fresho,58.77,51.66,0.5,25.83
2024-12-22,December,Festive,Toothpaste - Colgate - Pack 2,Colgate,207.05,141.82,5,709.1
2024-02-16,February,Winter,Paneer - Fresh - Pack 2,Milky Mist,406.9,382.03,3,1146.09
2024-10-18,October,Festive,Paneer - Fresh - Pack 3,Milky Mist,478.62,319.49,5,1597.45
2024-01-01,January,Winter,Frozen Peas,Fresho,0.33,0.31,500,155
2024-03-17,March,Winter,Toothpaste - Colgate,Colgate,451.36,307.59,1,307.59
